Palabra clave de búsqueda
1 de abril de 2026 - 9 de abril de 2026
Palabra clave de búsqueda,Estado de las palabras clave de búsqueda,Motivos del estado de las palabras clave de búsqueda,Tipo de concordancia de palabra clave de búsqueda,Campaña,Grupo de anuncios,Código de moneda,CPC máximo de palabras clave,Clics,Impr.,CTR,CPC medio,Coste,% de impr. (parte sup. abs.),% de impr. (parte sup.),Conversiones,Conv. post-impresión,Coste/conv.,Tasa de conv.,CPM medio
corte ingles juguetes,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Genérico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes por mayor once,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Genérico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
supermercado de juguete,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Genérico,USD,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
jugueteria en once,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Genérico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
venta de juguetes por mayor,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Genérico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes para familia,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Genérico,USD,"0,01",0,8,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0,"0,00"
jugueteria cerca de mi,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Genérico,USD,"0,01",0,10,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
juguetes cerca de mi,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Genérico,USD,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
figuras minecraft,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - Minecraft,USD,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0,"0,00"
pintura arte,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,39,"0,00%",0,"0,00","0,00%","33,33%","0,00",0,0,0,"0,00"
dibujo y pintura artistica,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,9,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
kit de pintura profesional,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
pintura acrilex,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0,"0,00"
set de pintura artistica,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
acuarelas en pastillas,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
pintura acrilica negra,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
pintura acrilex para tela,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
pintura acrilica profesional,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
set pinturas,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,4,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
acuarelas sakura,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
pintura acrilica grande,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
pinturas acuarelas para niños,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
pack pinturas acrilicas,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
acuarela metalizada,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
lienzo y pinturas,Retirado,retirado,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,0,0,3,"0,00%",0,"0,00","33,33%","66,67%","0,00",0,0,0,"0,00"
acrilico blanco pintura,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
acrílicos pintura,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,10,"0,00%",0,"0,00","40,00%","60,00%","0,00",0,0,0,"0,00"
pintura por número,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,6,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
set de pintura profesional,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
cuadros para pintar por números,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0,"0,00"
mini paleta acuarela,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
kit de pinturas para niñas,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
set de pintura y dibujo,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
kit de pintura para adultos,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
pintura acrilica para bastidor,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
set de arte y pintura,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
kit artistico para pintar,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
kit arte pintura,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,9,"0,00%",0,"0,00","0,00%","25,00%","0,00",0,0,0,"0,00"
dibujo de pintura arte,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
pintura artística para dibujar,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
dibujo de la pintura artística,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinturas (acrílico y óleo),USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
notebooks,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,21,"0,00%",0,"0,00","0,00%","70,00%","0,00",0,0,0,"0,00"
laptop notebook,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
computador portatil,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,8,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
ordenador portatil oferta,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
pc portatil,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,33,"0,00%",0,"0,00","0,00%","42,86%","0,00",0,0,0,"0,00"
escritorio pc,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
comprar laptop,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
comprar pc portatil,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
monitores para pc,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,5,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
notebook lenovo,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
comprar computador portatil,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
comprar lenovo,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
lenovo comprar,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
computadoras portátiles,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
funda para laptop,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
netbook lenovo,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
mejor ordenador portatil,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
computadoras laptop baratas,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
precio de computadoras laptop,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
computadora escritorio,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,8,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0,"0,00"
computadora hp,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0,"0,00"
computadora laptop,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,10,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
escritorio computador,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
escritorio de computadora,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
escritorio para computador,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
pc de escritorio,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
pc escritorio,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
computadora de escritorio,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
mejor laptop,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
la mejor laptop,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,6,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
compu de escritorio,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
computadora de escritorio precios,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
ordenador portatil i5,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
laptop baratas y buenas,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,14,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
comprar ordenador portátil,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,18,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0,"0,00"
computadores portátiles baratos,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,17,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
estuches para pc,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Notebooks y laptops,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
figuras star wars,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - Star Wars,USD,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
muñecos star wars,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - Star Wars,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes star wars,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - Star Wars,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
star wars figuras,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - Star Wars,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
stormtrooper juguete,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - Star Wars,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
figuras de acción star wars,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - Star Wars,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
mandalorian juguetes,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - Star Wars,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
baby yoda juguete,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - Star Wars,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
comprar star wars juguetes,No apto,no suele publicarse,Concordancia amplia,Search | Genérico | Juguetes,Personajes - Star Wars,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
set gabby dollhouse,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes Gabby Dollhouse,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
playset gabby dollhouse,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes Gabby Dollhouse,USD,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
figuras dinosaurios,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - Jurassic World,USD,"0,01",0,16,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
dinosaurios juguetes niños,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - Jurassic World,USD,"0,01",0,31,"0,00%",0,"0,00","53,85%","100,00%","0,00",0,0,0,"0,00"
comprar dinosaurios juguetes,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - Jurassic World,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
jurassic juguetes uruguay,No apto,no suele publicarse,Concordancia amplia,Search | Genérico | Juguetes,Personajes - Jurassic World,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
trivial pursuit,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Juegos de caja,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
clementoni puzzle,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Juegos de caja,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juegos de memoria,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Juegos de caja,USD,"0,01",0,5,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
juegos party,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Juegos de caja,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
exploding kittens,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Juegos de caja,USD,"0,01",0,22,"0,00%",0,"0,00","13,33%","46,67%","0,00",0,0,0,"0,00"
pictionary juego,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Juegos de caja,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
uno cartas,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Juegos de caja,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juegos de mesa para 2,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Juegos de caja,USD,"0,01",0,3,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0,"0,00"
basta juego de mesa,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Juegos de caja,USD,"0,01",0,5,"0,00%",0,"0,00","33,33%","66,67%","0,00",0,0,0,"0,00"
jenga juego,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Juegos de caja,USD,"0,01",0,5,"0,00%",0,"0,00","33,33%","66,67%","0,00",0,0,0,"0,00"
codigo secreto juego de mesa,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Juegos de caja,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juego de jumanji de mesa,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Juegos de caja,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
contrarreloj,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Juegos de caja,USD,"0,01",0,4,"0,00%",0,"0,00","33,33%","66,67%","0,00",0,0,0,"0,00"
stitch juguete,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - Stitch,USD,"0,01",0,6,"0,00%",0,"0,00","33,33%","100,00%","0,00",0,0,0,"0,00"
stitch figura,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - Stitch,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
cartas pokemon,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - Pokémon,USD,"0,01",0,35,"0,00%",0,"0,00","50,00%","50,00%","0,00",0,0,0,"0,00"
juguetes pokemon,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - Pokémon,USD,"0,01",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
sillita de bebe para comer,Apto,,Concordancia amplia,Search | Primera infancia,Alimentación / Descanso,USD,"0,01",0,2,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0,"0,00"
descanso bebe,Apto,,Concordancia amplia,Search | Primera infancia,Alimentación / Descanso,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
sillita para comer bebe,Apto,,Concordancia amplia,Search | Primera infancia,Alimentación / Descanso,USD,"0,01",0,3,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
productos bebe uruguay,No apto,no suele publicarse,Concordancia amplia,Search | Primera infancia,Alimentación / Descanso,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
muñecos dc,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - DC Comics,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
superheroes dc,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - DC Comics,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
figura joker,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - DC Comics,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
figuras de accion dc,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - DC Comics,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
figuras dc comics,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - DC Comics,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
figura wonder woman,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - DC Comics,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes de comics,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - DC Comics,USD,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
dc comics juguetes,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - DC Comics,USD,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
juguete joker,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - DC Comics,USD,"0,01",0,3,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
juguete wonder woman,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - DC Comics,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
estimulacion temprana juguetes,Apto,,Concordancia amplia,Search | Primera infancia,Estimulación,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes para bebés juguetes para bebés,Apto,,Concordancia amplia,Search | Primera infancia,Estimulación,USD,"0,01",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
comprar barbie,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - Barbie,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
set barbie,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - Barbie,USD,"0,01",0,3,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
casa barbie,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - Barbie,USD,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0,"0,00"
barbie online,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - Barbie,USD,"0,01",0,7,"0,00%",0,"0,00","50,00%","50,00%","0,00",0,0,0,"0,00"
barbie precio,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - Barbie,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
barbie muñeca,Apto,,Concordancia amplia,Search | Genérico | Juguetes,Personajes - Barbie,USD,"0,01",0,8,"0,00%",0,"0,00","60,00%","80,00%","0,00",0,0,0,"0,00"
pinceles pintura,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinceles,USD,"0,01",0,14,"0,00%",0,"0,00","50,00%","83,33%","0,00",0,0,0,"0,00"
pinceles para acrílico,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinceles,USD,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
pinceles artisticos,Apto,,Concordancia amplia,Search | Genérica | Arte,Pinceles,USD,"0,01",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
ps5 sony,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Gaming,USD,"0,01",0,6,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
console playstation 5,Apto,,Concordancia amplia,Search | Genérico | Tecnología,Gaming,USD,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
proveedores de material de oficina,Apto,,Concordancia amplia,Search | Brand | La papelaria,La papelaria,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
venta de material de oficina,Apto,,Concordancia amplia,Search | Brand | La papelaria,La papelaria,USD,"0,01",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
proveedores de papeleria y articulos de oficina,Apto,,Concordancia amplia,Search | Brand | La papelaria,La papelaria,USD,"0,01",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
